order_id,customer_id,email,msisdn,tenant_id,unit_price_cents,qty,amount_cents,region
424,1105,user73@example.co.ke,254721446078,globex,1200,1,1200,WA
425,1106,user45@example.co.ke,0781222344,initech,450,2,900,WA
426,1001,user27@example.co.ke,254798221745,acme,5000,1,5000,EA
427,1077,user13@example.co.ke,254743557996,globex,150,3,450,EA
428,1023,user100@example.co.ke,254741358823,initech,5000,2,10000,EA
429,1026,user116@example.co.ke,254730491276,acme,1200,3,3600,WA
430,1078,user115@example.co.ke,254732536869,globex,1200,5,6000,WA
431,1115,user115@example.co.ke,254799718903,initech,5000,1,5000,WA
432,1063,user89@example.co.ke,254736490621,acme,5000,3,15000,EA
433,1094,user108@example.co.ke,254720551530,globex,200,5,1000,EA
434,1015,user34@example.co.ke,254784499401,initech,1200,1,1200,EA
435,1060,user64@example.co.ke,254728701665,acme,1200,2,2400,WA
436,1059,user116@example.co.ke,254775011125,globex,5000,1,5000,WA
437,1063,user22@example.co.ke,254743093610,initech,200,4,800,WA
438,1020,user108@example.co.ke,254710886747,acme,5000,5,25000,EA
439,1063,user86@example.co.ke,254785506730,globex,450,4,1800,EA
440,1054,user54@example.co.ke,254760325994,initech,450,4,1801,EA
441,1046,user82@example.co.ke,254795502184,acme,150,2,300,WA
442,1005,user88@example.co.ke,254791829239,globex,150,1,150,WA
443,1061,user63@example.co.ke,254778535005,initech,450,1,450,WA
444,1091,user54@example.co.ke,254738636938,acme,200,1,200,EA
445,1110,user85@example.co.ke,254722678919,globex,200,3,600,EA
446,1099,user68@example.co.ke,254773690811,initech,450,3,1350,EA
447,1055,user44@example.co.ke,254748138109,acme,5000,2,10000,WA
448,1006,user106@example.co.ke,254784360327,globex,1200,3,3600,WA
449,1105,user64@example.co.ke,254757671253,initech,450,3,1350,WA
450,,user35@example.co.ke,0777612069,acme,1200,3,3600,EA
451,1083,user64@example.co.ke,254737317535,globex,5000,3,15000,EA
452,1040,user92@example.co.ke,254735811244,initech,150,3,450,EA
453,1081,user12@example.co.ke,254788712142,acme,450,2,900,WA
454,1113,user52@example.co.ke,254784396090,globex,150,4,600,WA
455,1051,user39@example.co.ke,254716670565,initech,5000,5,25000,WA
456,1024,user106@example.co.ke,254716227256,acme,150,1,150,EA
457,1007,user101@example.co.ke,254798317305,globex,1200,5,6000,EA
458,1048,user79@example.co.ke,254792106366,initech,5000,5,25000,EA
459,1027,user6@example.co.ke,254721140502,acme,200,5,1000,WA
460,1084,user24@example.co.ke,254723604527,globex,1200,2,2400,WA
461,1117,user120@example.co.ke,254723503073,initech,150,4,600,WA
462,1100,user40@example.co.ke,254728615439,acme,150,3,450,EA
463,1023,user54@example.co.ke,254750539173,globex,5000,3,15000,EA
464,1055,user73@example.co.ke,254712736975,initech,150,3,450,EA
465,1072,user67@example.co.ke,254776808897,acme,5000,1,5000,WA
466,1073,user90@example.co.ke,254766515256,globex,150,1,150,WA
467,1001,user88@example.co.ke,254719021960,initech,1200,4,4800,WA
468,1120,user85@example.co.ke,254789452978,acme,1200,5,6000,EA
469,1070,user14@example.co.ke,254765353685,globex,200,4,800,EA
470,1114,user20@example.co.ke,254738491325,initech,150,4,600,EA
471,1001,user88@example.co.ke,254710642001,acme,150,4,600,WA
472,1111,user16@example.co.ke,254739292375,globex,150,1,150,WA
473,1035,user93@example.co.ke,254712385998,initech,200,4,800,WA
474,1093,user96@example.co.ke,254770502221,acme,5000,2,10000,EA
475,1099,user96@example.co.ke,0759106734,globex,200,1,200,EA
476,1080,user72@example.co.ke,254749345028,initech,200,1,200,EA
477,1119,user114@example.co.ke,254799864306,acme,1200,4,4800,WA
478,1001,user8@example.co.ke,254714290770,globex,450,1,450,WA
479,1049,user40@example.co.ke,254720694545,initech,150,5,750,WA
480,1110,user107@example.co.ke,254732279744,acme,450,5,2251,EA
481,1040,user48@example.co.ke,254718023404,globex,1200,5,6000,EA
482,1086,user22@example.co.ke,254773055762,initech,5000,4,20000,EA
483,1082,user21@example.co.ke,254758756682,acme,200,1,200,WA
484,1099,user101@example.co.ke,254761772808,globex,1200,4,4800,WA
485,1042,user38@example.co.ke,254786076828,initech,1200,3,3600,WA
486,1083,user91@example.co.ke,254793462936,acme,450,1,450,EA
487,1092,user2@example.co.ke,254791312189,globex,5000,3,15000,EA
488,1074,user55@example.co.ke,254751419287,initech,200,5,1000,EA
489,1087,user49@example.co.ke,254761990142,acme,200,4,800,WA
490,1036,user89@example.co.ke,254770568363,globex,5000,2,10000,WA
491,1034,user55@example.co.ke,254745305242,initech,150,3,450,WA
492,1036,user107@example.co.ke,254715676950,acme,200,5,1000,EA
493,1035,user109@example.co.ke,254729729874,globex,200,5,1000,EA
494,1068,user11@example.co.ke,254756553854,initech,5000,4,20000,EA
495,1102,user49@example.co.ke,254775063717,acme,5000,5,25000,WA
496,1077,user8@example.co.ke,254751536412,globex,200,2,400,WA
497,1118,user33@example.co.ke,254737727517,initech,1200,4,4800,WA
498,1058,user70@example.co.ke,254761670345,acme,5000,1,5000,EA
499,1098,user9@example.co.ke,254757661401,globex,150,5,750,EA
500,1066,user115@example.co.ke,0787791310,initech,200,4,800,EA
501,1061,user65@example.co.ke,254753082924,acme,450,5,2250,WA
502,1027,user25@example.co.ke,254735387474,globex,5000,2,10000,WA
503,1046,user74@example.co.ke,254748895812,initech,150,2,300,WA
504,1099,user67@example.co.ke,254764021466,acme,5000,3,15000,EA
505,1118,user64@example.co.ke,254715985366,globex,200,2,400,EA
506,1080,user60@example.co.ke,254759884479,initech,450,1,450,EA
507,1076,user4@example.co.ke,254752384544,acme,150,2,300,WA
508,1077,user3@example.co.ke,254779720313,globex,450,3,1350,WA
509,1111,user111@example.co.ke,254737466822,initech,150,1,150,WA
510,1072,user28@example.co.ke,254788747012,acme,5000,4,20000,EA
511,1012,user58@example.co.ke,254767170039,globex,450,3,1350,EA
512,1032,user108@example.co.ke,254727569612,initech,5000,5,25000,EA
513,1023,user49@example.co.ke,254736976301,acme,150,3,450,WA
514,1004,user72@example.co.ke,254716844769,globex,150,1,150,WA
515,1108,user117@example.co.ke,254775341950,initech,450,4,1800,WA
516,1050,user119@example.co.ke,254795878149,acme,150,5,750,EA
517,1040,user73@example.co.ke,254744519954,globex,150,1,150,EA
518,1064,user51@example.co.ke,254799888496,initech,200,1,200,EA
519,1047,user31@example.co.ke,254731438386,acme,200,4,800,WA
520,1120,user33@example.co.ke,254715185054,globex,200,2,401,WA
521,1115,user4@example.co.ke,254784200248,initech,450,1,450,WA
522,1090,user95@example.co.ke,254778898560,acme,150,3,450,EA
523,1018,user41@example.co.ke,254723563610,globex,1200,1,1200,EA
524,1075,user76@example.co.ke,254750103282,initech,150,2,300,EA
525,1041,user48@example.co.ke,0773179690,acme,1200,1,1200,WA
526,1047,user62@example.co.ke,254726662267,globex,450,4,1800,WA
527,1030,user104@example.co.ke,254769241669,initech,1200,2,2400,WA
528,1091,user117@example.co.ke,254772800234,acme,200,1,200,EA
529,1118,user107@example.co.ke,254731066300,globex,200,1,200,EA
530,1110,user48@example.co.ke,254793034279,initech,200,1,200,EA
531,1118,user119@example.co.ke,254723017431,acme,200,4,800,WA
532,1009,user58@example.co.ke,254794338480,globex,1200,1,1200,WA
533,1061,user15@example.co.ke,254741391091,initech,450,3,1350,WA
534,1028,user95@example.co.ke,254754557477,acme,450,2,900,EA
535,1070,user114@example.co.ke,254770582886,globex,150,2,300,EA
536,1034,user54@example.co.ke,254730051053,initech,200,4,800,EA
537,1003,user35@example.co.ke,254730895883,acme,1200,2,2400,WA
538,1102,user22@example.co.ke,254754897018,globex,5000,3,15000,WA
539,1040,user59@example.co.ke,254724661654,initech,450,4,1800,WA
540,1065,user8@example.co.ke,254730584842,acme,1200,1,1200,EA
541,1106,user37@example.co.ke,254774082972,globex,200,5,1000,EA
542,1046,user56@example.co.ke,254737061223,initech,150,3,450,EA
543,1012,user50@example.co.ke,254741963674,acme,450,2,900,WA
544,1007,user107@example.co.ke,254731769268,globex,450,4,1800,WA
545,1002,user57@example.co.ke,254795873771,initech,450,2,900,WA
546,1017,user57@example.co.ke,254778556325,acme,5000,3,15000,EA
547,1023,user47@example.co.ke,254748439214,globex,150,5,750,EA
548,1027,user36@example.co.ke,254764887071,initech,1200,1,1200,EA
549,1107,user24@example.co.ke,254728532044,acme,5000,2,10000,WA
550,1025,user77@example.co.ke,0733572323,globex,5000,2,10000,WA
551,1093,user64@example.co.ke,254791678972,initech,150,1,150,WA
552,1017,user79@example.co.ke,254737653135,acme,450,2,900,EA
553,1025,user2@example.co.ke,254751345015,globex,200,5,1000,EA
554,1107,user93@example.co.ke,254764777338,initech,150,5,750,EA
555,1042,user37@example.co.ke,254756659633,acme,150,5,750,WA
556,1052,user117@example.co.ke,254712073011,globex,1200,1,1200,WA
557,1034,user32@example.co.ke,254799319514,initech,1200,2,2400,WA
558,1004,user21@example.co.ke,254759271450,acme,200,5,1000,EA
559,1109,user1@example.co.ke,254789845461,globex,450,5,2250,EA
560,1066,user10@example.co.ke,254769829885,initech,450,5,2251,EA
561,1104,user107@example.co.ke,254742846574,acme,150,3,450,WA
562,1096,user115@example.co.ke,254787351257,globex,450,4,1800,WA
563,1093,user64@example.co.ke,254724453712,initech,150,3,450,WA
564,1067,user103@example.co.ke,254713441589,acme,1200,5,6000,EA
565,1031,user12@example.co.ke,254712776670,globex,5000,2,10000,EA
566,1021,user14@example.co.ke,254734480485,initech,200,5,1000,EA
567,1104,user4@example.co.ke,254784539188,acme,450,3,1350,WA
568,1033,user3@example.co.ke,254736183856,globex,150,1,150,WA
569,1066,user31@example.co.ke,254772268986,initech,5000,5,25000,WA
570,1111,user13@example.co.ke,254757070125,acme,1200,1,1200,EA
571,1015,user60@example.co.ke,254746643194,globex,200,1,200,EA
572,1097,user36@example.co.ke,254777210270,initech,1200,5,6000,EA
573,1051,user114@example.co.ke,254726313232,acme,150,1,150,WA
574,1029,user111@example.co.ke,254789431673,globex,200,5,1000,WA
575,1073,user60@example.co.ke,0799761543,initech,200,2,400,WA
576,1120,user82@example.co.ke,254712484209,acme,1200,2,2400,EA
577,1107,user78@example.co.ke,254790133382,globex,1200,4,4800,EA
578,1120,user7@example.co.ke,254763101025,initech,5000,1,5000,EA
579,1030,user108@example.co.ke,254763781956,acme,450,3,1350,WA
580,1102,user117@example.co.ke,254785755780,globex,450,4,1800,WA
581,1006,user42@example.co.ke,254785306979,initech,450,4,1800,WA
582,1031,user112@example.co.ke,254757435208,acme,5000,2,10000,EA
583,1013,user68@example.co.ke,254758913231,globex,1200,1,1200,EA
584,1055,user26@example.co.ke,254753533553,initech,200,1,200,EA
585,1017,user54@example.co.ke,254740263205,acme,5000,1,5000,WA
586,1005,user104@example.co.ke,254794988211,globex,1200,4,4800,WA
587,1079,user35@example.co.ke,254796110651,initech,150,1,150,WA
588,1069,user104@example.co.ke,254794322199,acme,5000,3,15000,EA
589,1032,user16@example.co.ke,254723489445,globex,150,5,750,EA
590,1030,user6@example.co.ke,254768209057,initech,5000,1,5000,EA
591,1044,user83@example.co.ke,254750991670,acme,450,1,450,WA
592,1076,user118@example.co.ke,254718098600,globex,200,1,200,WA
593,1059,user76@example.co.ke,254721337916,initech,5000,3,15000,WA
594,1015,user66@example.co.ke,254769052732,acme,5000,2,10000,EA
595,1073,user37@example.co.ke,254764565416,globex,200,3,600,EA
596,1094,user70@example.co.ke,254721790654,initech,450,2,900,EA
597,1088,user73@example.co.ke,254791866452,acme,450,4,1800,WA
598,1070,user91@example.co.ke,254737003514,globex,200,4,800,WA
599,1038,user79@example.co.ke,254783555307,initech,450,4,1800,WA
600,,user4@example.co.ke,0751675214,acme,1200,4,4801,EA
